date,shoe_ID,model,side,location,initial_mm,final_mm
11/26/2019,R09,adidas F/22 Prime Knit,R,tip,1.16,
11/26/2019,R09,adidas F/22 Prime Knit,R,tip,1.20,
11/26/2019,R09,adidas F/22 Prime Knit,R,tip,1.13,
11/26/2019,R61,Adidas Nizza(60A) black,R,heel,1.76,
11/26/2019,R61,Adidas Nizza(60A) black,R,heel,1.64,
11/26/2019,R61,Adidas Nizza(60A) black,R,heel,1.82,
11/26/2019,R61,Adidas Nizza(60A) black,R,ball,2.52,
11/26/2019,R61,Adidas Nizza(60A) black,R,ball,2.68,
11/26/2019,R61,Adidas Nizza(60A) black,R,ball,2.55,
11/26/2019,R61,Adidas Nizza(60A) black,R,outer_arch,3.21,
11/26/2019,R61,Adidas Nizza(60A) black,R,outer_arch,3.12,
11/26/2019,R61,Adidas Nizza(60A) black,R,outer_arch,3.04,
11/26/2019,R61,Adidas Nizza(60A) black,R,tip,2.98,
11/26/2019,R61,Adidas Nizza(60A) black,R,tip,3.00,
11/26/2019,R61,Adidas Nizza(60A) black,R,tip,3.00,
11/26/2019,R51,Reebok Endless Run,R,heel,1.93,
11/26/2019,R51,Reebok Endless Run,R,heel,1.98,
11/26/2019,R51,Reebok Endless Run,R,heel,1.97,
11/26/2019,R51,Reebok Endless Run,R,ball,1.91,
11/26/2019,R51,Reebok Endless Run,R,ball,1.91,
11/26/2019,R51,Reebok Endless Run,R,ball,1.90,
11/26/2019,R51,Reebok Endless Run,R,outer_arch,2.16,
11/26/2019,R51,Reebok Endless Run,R,outer_arch,2.20,
11/26/2019,R51,Reebok Endless Run,R,outer_arch,2.10,
11/26/2019,R51,Reebok Endless Run,R,tip,2.00,
11/26/2019,R51,Reebok Endless Run,R,tip,2.06,
11/26/2019,R51,Reebok Endless Run,R,tip,1.97,
11/26/2019,R47,Adidas Astrarun (60A),R,heel,1.85,
11/26/2019,R47,Adidas Astrarun (60A),R,heel,1.85,
11/26/2019,R47,Adidas Astrarun (60A),R,heel,1.86,
11/26/2019,R47,Adidas Astrarun (60A),R,ball,1.58,
11/26/2019,R47,Adidas Astrarun (60A),R,ball,1.58,
11/26/2019,R47,Adidas Astrarun (60A),R,ball,1.61,
11/26/2019,R47,Adidas Astrarun (60A),R,outer_arch,1.54,
11/26/2019,R47,Adidas Astrarun (60A),R,outer_arch,1.64,
11/26/2019,R47,Adidas Astrarun (60A),R,outer_arch,1.70,
11/26/2019,R47,Adidas Astrarun (60A),R,tip,1.89,
11/26/2019,R47,Adidas Astrarun (60A),R,tip,1.80,
11/26/2019,R47,Adidas Astrarun (60A),R,tip,1.80,
11/26/2019,R38,Ultra Boost Stella,R,heel,1.57,
11/26/2019,R38,Ultra Boost Stella,R,heel,1.53,
11/26/2019,R38,Ultra Boost Stella,R,heel,1.51,
11/26/2019,R38,Ultra Boost Stella,R,ball,1.80,
11/26/2019,R38,Ultra Boost Stella,R,ball,1.80,
11/26/2019,R38,Ultra Boost Stella,R,ball,1.88,
11/26/2019,R38,Ultra Boost Stella,R,outer_arch,1.79,
11/26/2019,R38,Ultra Boost Stella,R,outer_arch,1.73,
11/26/2019,R38,Ultra Boost Stella,R,outer_arch,1.74,
11/26/2019,R38,Ultra Boost Stella,R,tip,1.33,
11/26/2019,R38,Ultra Boost Stella,R,tip,1.33,
11/26/2019,R38,Ultra Boost Stella,R,tip,1.32,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,heel,1.32,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,heel,1.44,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,heel,1.29,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,ball,1.69,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,ball,1.69,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,ball,1.66,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,outer_arch,0.96,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,outer_arch,0.92,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,outer_arch,0.93,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,tip,1.38,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,tip,1.44,
11/26/2019,R41,Parley Prime LTD ADIZERO (white),R,tip,1.42,
11/26/2019,R73,Adidas Ultratech,R,heel,3.95,
11/26/2019,R73,Adidas Ultratech,R,heel,3.98,
11/26/2019,R73,Adidas Ultratech,R,heel,4.03,
11/26/2019,R73,Adidas Ultratech,R,ball,3.27,
11/26/2019,R73,Adidas Ultratech,R,ball,3.28,
11/26/2019,R73,Adidas Ultratech,R,ball,3.24,
11/26/2019,R73,Adidas Ultratech,R,outer_arch,3.49,
11/26/2019,R73,Adidas Ultratech,R,outer_arch,3.34,
11/26/2019,R73,Adidas Ultratech,R,outer_arch,3.48,
11/26/2019,R73,Adidas Ultratech,R,tip,3.38,
11/26/2019,R73,Adidas Ultratech,R,tip,3.47,
11/26/2019,R73,Adidas Ultratech,R,tip,3.44,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,heel,1.58,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,heel,1.59,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,heel,1.55,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,ball,2.09,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,ball,2.11,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,ball,2.08,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,outer_arch,1.04,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,outer_arch,1.11,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,outer_arch,1.11,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,tip,1.53,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,tip,1.55,
11/26/2019,,Parley Prime LTD ADIZERO (black),R,tip,1.5,
11/26/2019,L09,adidas F/22 Prime Knit,L,heel,1.35,
11/26/2019,L09,adidas F/22 Prime Knit,L,heel,1.34,
11/26/2019,L09,adidas F/22 Prime Knit,L,heel,1.31,
11/26/2019,L09,adidas F/22 Prime Knit,L,ball,1.41,
11/26/2019,L09,adidas F/22 Prime Knit,L,ball,1.42,
11/26/2019,L09,adidas F/22 Prime Knit,L,ball,1.33,
11/26/2019,L09,adidas F/22 Prime Knit,L,outer_arch,1.33,
11/26/2019,L09,adidas F/22 Prime Knit,L,outer_arch,1.32,
11/26/2019,L09,adidas F/22 Prime Knit,L,outer_arch,1.34,
11/26/2019,L09,adidas F/22 Prime Knit,L,tip,1.13,
11/26/2019,L09,adidas F/22 Prime Knit,L,tip,1.11,
11/26/2019,L09,adidas F/22 Prime Knit,L,tip,1.15,
11/26/2019,L73,Adidas Ultratech,L,heel,3.69,
11/26/2019,L73,Adidas Ultratech,L,heel,3.80,
11/26/2019,L73,Adidas Ultratech,L,heel,3.74,
11/26/2019,L73,Adidas Ultratech,L,ball,3.13,
11/26/2019,L73,Adidas Ultratech,L,ball,3.16,
11/26/2019,L73,Adidas Ultratech,L,ball,3.15,
11/26/2019,L73,Adidas Ultratech,L,outer_arch,3.29,
11/26/2019,L73,Adidas Ultratech,L,outer_arch,3.31,
11/26/2019,L73,Adidas Ultratech,L,outer_arch,3.29,
11/26/2019,L73,Adidas Ultratech,L,tip,3.19,
11/26/2019,L73,Adidas Ultratech,L,tip,3.13,
11/26/2019,L73,Adidas Ultratech,L,tip,3.18,
11/26/2019,,Adidas ultraBOOST Parley (Black),L,heel,1.31,
11/27/2019,,Adidas ultraBOOST Parley (Black),L,heel,1.27,
11/28/2019,,Adidas ultraBOOST Parley (Black),L,heel,1.31,
11/29/2019,,Adidas ultraBOOST Parley (Black),L,ball,1.53,
11/30/2019,,Adidas ultraBOOST Parley (Black),L,ball,1.59,
12/1/2019,,Adidas ultraBOOST Parley (Black),L,ball,1.59,
12/2/2019,,Adidas ultraBOOST Parley (Black),L,outer_arch,1.72,
12/3/2019,,Adidas ultraBOOST Parley (Black),L,outer_arch,1.7,
12/4/2019,,Adidas ultraBOOST Parley (Black),L,outer_arch,1.73,
12/5/2019,,Adidas ultraBOOST Parley (Black),L,tip,1.26,
12/6/2019,,Adidas ultraBOOST Parley (Black),L,tip,1.29,
12/7/2019,,Adidas ultraBOOST Parley (Black),L,tip,1.28,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,heel,1.92,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,heel,1.92,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,heel,1.93,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,ball,3.42,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,ball,3.46,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,ball,3.44,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,outer_arch,3.22,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,outer_arch,3.18,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,outer_arch,3.15,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,tip,3.44,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,tip,3.30,
11/26/2019,L54,Adidas Nizza(50A syn) white,L,tip,3.35,
11/26/2019,L51,Reebok Endless Run (men),L,heel,2.03,
11/26/2019,L51,Reebok Endless Run (men),L,heel,2.05,
11/26/2019,L51,Reebok Endless Run (men),L,heel,2.20,
11/26/2019,L51,Reebok Endless Run (men),L,ball,1.89,
11/26/2019,L51,Reebok Endless Run (men),L,ball,1.98,
11/26/2019,L51,Reebok Endless Run (men),L,ball,1.96,
11/26/2019,L51,Reebok Endless Run (men),L,outer_arch,2.30,
11/26/2019,L51,Reebok Endless Run (men),L,outer_arch,2.28,
11/26/2019,L51,Reebok Endless Run (men),L,outer_arch,2.31,
11/26/2019,L51,Reebok Endless Run (men),L,tip,2.07,
11/26/2019,L51,Reebok Endless Run (men),L,tip,2.06,
11/26/2019,L51,Reebok Endless Run (men),L,tip,2.22,
11/26/2019,L78,Reebok Bolton,L,heel,1.76,
11/26/2019,L78,Reebok Bolton,L,heel,1.73,
11/26/2019,L78,Reebok Bolton,L,heel,1.69,
11/26/2019,L78,Reebok Bolton,L,ball,3.00,
11/26/2019,L78,Reebok Bolton,L,ball,3.08,
11/26/2019,L78,Reebok Bolton,L,ball,3.21,
11/26/2019,L78,Reebok Bolton,L,outer_arch,3.03,
11/26/2019,L78,Reebok Bolton,L,outer_arch,2.96,
11/26/2019,L78,Reebok Bolton,L,outer_arch,2.97,
11/26/2019,L78,Reebok Bolton,L,tip,1.35,
11/26/2019,L78,Reebok Bolton,L,tip,1.34,
11/26/2019,L78,Reebok Bolton,L,tip,1.45,
11/26/2019,L47,Adidas Astrarun (60A),L,heel,2.04,
11/26/2019,L47,Adidas Astrarun (60A),L,heel,1.98,
11/26/2019,L47,Adidas Astrarun (60A),L,heel,1.98,
11/26/2019,L47,Adidas Astrarun (60A),L,ball,1.75,
11/26/2019,L47,Adidas Astrarun (60A),L,ball,1.73,
11/26/2019,L47,Adidas Astrarun (60A),L,ball,1.77,
11/26/2019,L47,Adidas Astrarun (60A),L,outer_arch,1.94,
11/26/2019,L47,Adidas Astrarun (60A),L,outer_arch,1.87,
11/26/2019,L47,Adidas Astrarun (60A),L,outer_arch,1.88,
11/26/2019,L47,Adidas Astrarun (60A),L,tip,2.02,
11/26/2019,L47,Adidas Astrarun (60A),L,tip,1.89,
11/26/2019,L47,Adidas Astrarun (60A),L,tip,1.91,
11/26/2019,L68,Adidas Terrex Boat,L,heel,1.88,
11/26/2019,L68,Adidas Terrex Boat,L,heel,1.89,
11/26/2019,L68,Adidas Terrex Boat,L,heel,1.90,
11/26/2019,L68,Adidas Terrex Boat,L,ball,1.40,
11/26/2019,L68,Adidas Terrex Boat,L,ball,1.48,
11/26/2019,L68,Adidas Terrex Boat,L,ball,1.44,
11/26/2019,L68,Adidas Terrex Boat,L,outer_arch,1.75,
11/26/2019,L68,Adidas Terrex Boat,L,outer_arch,1.74,
11/26/2019,L68,Adidas Terrex Boat,L,outer_arch,1.70,
11/26/2019,L68,Adidas Terrex Boat,L,tip,2.01,
11/26/2019,L68,Adidas Terrex Boat,L,tip,2.02,
11/26/2019,L68,Adidas Terrex Boat,L,tip,2.03,
11/26/2019,R02,Reebok Endless Run (women),R,heel,2.03,
11/26/2019,R02,Reebok Endless Run (women),R,heel,2.00,
11/26/2019,R02,Reebok Endless Run (women),R,heel,2.02,
11/26/2019,R02,Reebok Endless Run (women),R,ball,1.92,
11/26/2019,R02,Reebok Endless Run (women),R,ball,1.89,
11/26/2019,R02,Reebok Endless Run (women),R,ball,1.89,
11/26/2019,R02,Reebok Endless Run (women),R,outer_arch,2.35,
11/26/2019,R02,Reebok Endless Run (women),R,outer_arch,2.37,
11/26/2019,R02,Reebok Endless Run (women),R,outer_arch,2.32,
11/26/2019,R02,Reebok Endless Run (women),R,tip,1.89,
11/26/2019,R02,Reebok Endless Run (women),R,tip,1.88,
11/26/2019,R02,Reebok Endless Run (women),R,tip,1.85,
11/26/2019,L02,Reebok Endless Run (women),L,heel,1.80,
11/26/2019,L02,Reebok Endless Run (women),L,heel,1.82,
11/26/2019,L02,Reebok Endless Run (women),L,heel,1.85,
11/26/2019,L02,Reebok Endless Run (women),L,ball,1.88,
11/26/2019,L02,Reebok Endless Run (women),L,ball,1.89,
11/26/2019,L02,Reebok Endless Run (women),L,ball,1.87,
11/26/2019,L02,Reebok Endless Run (women),L,outer_arch,2.11,
11/26/2019,L02,Reebok Endless Run (women),L,outer_arch,2.07,
11/26/2019,L02,Reebok Endless Run (women),L,outer_arch,2.02,
11/26/2019,L02,Reebok Endless Run (women),L,tip,1.74,
11/26/2019,L02,Reebok Endless Run (women),L,tip,1.69,
11/26/2019,L02,Reebok Endless Run (women),L,tip,1.73,
11/26/2019,L38,Ultra Boost Stella,L,heel,1.46,
11/26/2019,L38,Ultra Boost Stella,L,heel,1.49,
11/26/2019,L38,Ultra Boost Stella,L,heel,1.50,
11/26/2019,L38,Ultra Boost Stella,L,ball,1.68,
11/26/2019,L38,Ultra Boost Stella,L,ball,1.62,
11/26/2019,L38,Ultra Boost Stella,L,ball,1.59,
11/26/2019,L38,Ultra Boost Stella,L,outer_arch,1.63,
11/26/2019,L38,Ultra Boost Stella,L,outer_arch,1.58,
11/26/2019,L38,Ultra Boost Stella,L,outer_arch,1.63,
11/26/2019,L38,Ultra Boost Stella,L,tip,1.71,
11/26/2019,L38,Ultra Boost Stella,L,tip,1.66,
11/26/2019,L38,Ultra Boost Stella,L,tip,1.71,
11/26/2019,L61,Adidas Nizza(60A) black,L,heel,1.81,
11/26/2019,L61,Adidas Nizza(60A) black,L,heel,1.84,
11/26/2019,L61,Adidas Nizza(60A) black,L,heel,1.86,
11/26/2019,L61,Adidas Nizza(60A) black,L,ball,2.41,
11/26/2019,L61,Adidas Nizza(60A) black,L,ball,2.33,
11/26/2019,L61,Adidas Nizza(60A) black,L,ball,2.37,
11/26/2019,L61,Adidas Nizza(60A) black,L,outer_arch,3.08,
11/26/2019,L61,Adidas Nizza(60A) black,L,outer_arch,3.24,
11/26/2019,L61,Adidas Nizza(60A) black,L,outer_arch,3.09,
11/26/2019,L61,Adidas Nizza(60A) black,L,tip,3.07,
11/26/2019,L61,Adidas Nizza(60A) black,L,tip,2.97,
11/26/2019,L61,Adidas Nizza(60A) black,L,tip,3.02,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,heel,2.19,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,heel,2.14,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,heel,2.16,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,ball,1.79,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,ball,1.87,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,ball,1.84,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,outer_arch,1.96,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,outer_arch,1.99,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,outer_arch,2.03,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,tip,1.37,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,tip,1.45,
11/26/2019,,Adidas ultraBOOST Parley(Black),R,tip,1.38,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,heel,1.52,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,heel,1.48,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,heel,1.38,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,ball,1.71,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,ball,1.69,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,ball,1.68,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,outer_arch,1.98,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,outer_arch,1.87,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,outer_arch,1.90,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,tip,1.81,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,tip,1.72,
11/26/2019,L22,Adidas ultraBOOST Parley(Black),L,tip,2.00,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,heel,1.34,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,heel,1.41,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,heel,1.38,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,ball,1.87,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,ball,1.79,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,ball,1.80,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,outer_arch,1.07,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,outer_arch,1.01,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,outer_arch,1.05,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,tip,1.29,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,tip,1.39,
11/26/2019,L41,Parley Prime LTD ADIZERO (White),L,tip,1.43,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,heel,1.35,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,heel,1.49,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,heel,1.41,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,ball,1.99,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,ball,2.00,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,ball,2.03,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,outer_arch,1.09,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,outer_arch,1.06,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,outer_arch,1.05,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,tip,1.59,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,tip,1.52,
11/26/2019,,Parley Prime LTD ADIZERO (Black),L,tip,1.57,
