date,shoe_ID,model,side,location,final_mm,initial ,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,heel,1.21,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,ball,1.47,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,ball,1.54,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,ball,1.49,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,outer_arch,0.86,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,outer_arch,0.89,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,outer_arch,0.85,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,tip,0.97,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,tip,0.90,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,tip,1.12,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,heel,1.14,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,heel,1.05,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,heel,1.11,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,ball,1.58,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,ball,1.60,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,ball,1.58,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,outer_arch,1.14,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,outer_arch,1.12,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,outer_arch,1.08,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,tip,1.09,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,tip,1.11,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,tip,1.07,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,heel,1.24,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,heel,1.19,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,heel,1.23,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,ball,1.89,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,ball,1.80,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,ball,1.85,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,outer_arch,0.89,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,outer_arch,0.83,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,outer_arch,0.83,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,tip,1.13,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,tip,1.10,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,tip,1.10,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,heel,1.20,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,heel,1.23,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,heel,1.19,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,ball,0.79,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,ball,0.79,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,ball,0.84,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,outer_arch,0.87,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,outer_arch,0.81,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,outer_arch,0.84,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,tip,0.88,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,tip,0.87,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,tip,0.85,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,heel,1.38,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,heel,1.39,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,heel,1.38,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,ball,0.92,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,ball,0.93,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,ball,0.94,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,outer_arch,1.02,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,outer_arch,0.98,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,outer_arch,1.04,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,tip,0.27,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,tip,0.18,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,tip,0.19,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,heel,1.24,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,heel,1.16,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,heel,1.24,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,ball,1.54,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,ball,1.53,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,ball,1.57,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,outer_arch,1.05,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,outer_arch,1.07,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,outer_arch,1.07,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,tip,1.01,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,tip,1.04,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,tip,1.04,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,heel,1.33,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,heel,1.22,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,heel,1.34,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,ball,1.26,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,ball,1.34,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,ball,1.30,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,outer_arch,1.10,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,outer_arch,1.09,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,outer_arch,1.07,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,tip,1.09,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,tip,1.11,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,tip,1.08,,
1/21/2020,R79,Reebok Bolton,R,heel,2.00,,
1/21/2020,R79,Reebok Bolton,R,heel,2.00,,
1/21/2020,R79,Reebok Bolton,R,heel,2.05,,
1/21/2020,R79,Reebok Bolton,R,ball,2.85,,
1/21/2020,R79,Reebok Bolton,R,ball,2.77,,
1/21/2020,R79,Reebok Bolton,R,ball,2.86,,
1/21/2020,R79,Reebok Bolton,R,outer_arch,2.97,,
1/21/2020,R79,Reebok Bolton,R,outer_arch,2.96,,
1/21/2020,R79,Reebok Bolton,R,outer_arch,2.96,,
1/21/2020,R79,Reebok Bolton,R,tip,1.17,,
1/21/2020,R79,Reebok Bolton,R,tip,1.15,,
1/21/2020,R79,Reebok Bolton,R,tip,1..21,,
1/21/2020,L79,Reebok Bolton,L,heel,1.91,,
1/21/2020,L79,Reebok Bolton,L,heel,1.91,,
1/21/2020,L79,Reebok Bolton,L,heel,1.90,,
1/21/2020,L79,Reebok Bolton,L,ball,2.78,,
1/21/2020,L79,Reebok Bolton,L,ball,2.85,,
1/21/2020,L79,Reebok Bolton,L,ball,2.85,,
1/21/2020,L79,Reebok Bolton,L,outer_arch,3.08,,
1/21/2020,L79,Reebok Bolton,L,outer_arch,3.01,,
1/21/2020,L79,Reebok Bolton,L,outer_arch,2.99,,
1/21/2020,L79,Reebok Bolton,L,tip,1.45,,
1/21/2020,L79,Reebok Bolton,L,tip,1.38,,
1/21/2020,L79,Reebok Bolton,L,tip,1.45,,
1/17/2020,R04,Reebok Endless Run,R,heel,1.60,,
1/17/2020,R04,Reebok Endless Run,R,heel,1.59,,
1/17/2020,R04,Reebok Endless Run,R,ball,1.10,,
1/17/2020,R04,Reebok Endless Run,R,ball,1.12,,
1/17/2020,R04,Reebok Endless Run,R,ball,1.10,,
1/17/2020,R04,Reebok Endless Run,R,outer_arch,2.03,,
1/17/2020,R04,Reebok Endless Run,R,outer_arch,1.97,,
1/17/2020,R04,Reebok Endless Run,R,outer_arch,2.02,,
1/17/2020,R04,Reebok Endless Run,R,tip,1.58,,
1/17/2020,R04,Reebok Endless Run,R,tip,1.59,,
1/17/2020,R04,Reebok Endless Run,R,tip,1.49,,
1/20/2020,R53,Reebok Endless Run,R,heel,1.49,,
1/20/2020,R53,Reebok Endless Run,R,heel,1.53,,
1/20/2020,R53,Reebok Endless Run,R,heel,1.52,,
1/20/2020,R53,Reebok Endless Run,R,ball,1.49,,
1/20/2020,R53,Reebok Endless Run,R,ball,1.46,,
1/20/2020,R53,Reebok Endless Run,R,ball,1.53,,
1/20/2020,R53,Reebok Endless Run,R,outer_arch,2.00,,
1/20/2020,R53,Reebok Endless Run,R,outer_arch,2.02,,
1/20/2020,R53,Reebok Endless Run,R,outer_arch,2.07,,
1/20/2020,R53,Reebok Endless Run,R,tip,1.89,,
1/20/2020,R53,Reebok Endless Run,R,tip,1.79,,
1/20/2020,R53,Reebok Endless Run,R,tip,1.76,,
1/20/2020,L53,Reebok Endless Run,L,heel,1.58,,
1/20/2020,L53,Reebok Endless Run,L,heel,1.64,,
1/20/2020,L53,Reebok Endless Run,L,heel,1.62,,
1/20/2020,L53,Reebok Endless Run,L,ball,1.38,,
1/20/2020,L53,Reebok Endless Run,L,ball,1.36,,
1/20/2020,L53,Reebok Endless Run,L,ball,1.42,,
1/20/2020,L53,Reebok Endless Run,L,outer_arch,2.06,,
1/20/2020,L53,Reebok Endless Run,L,outer_arch,2.08,,
1/20/2020,L53,Reebok Endless Run,L,outer_arch,2.07,,
1/20/2020,L53,Reebok Endless Run,L,tip,1.76,,
1/20/2020,L53,Reebok Endless Run,L,tip,1.72,,
1/20/2020,L53,Reebok Endless Run,L,tip,1.66,,
1/23/2020,R52,Reebok Endless Run,R,heel,1.81,,
1/23/2020,R52,Reebok Endless Run,R,heel,1.80,,
1/23/2020,R52,Reebok Endless Run,R,heel,1.77,,
1/23/2020,R52,Reebok Endless Run,R,ball,1.32,,
1/23/2020,R52,Reebok Endless Run,R,ball,1.39,,
1/23/2020,R52,Reebok Endless Run,R,ball,1.39,,
1/23/2020,R52,Reebok Endless Run,R,outer_arch,1.99,,
1/23/2020,R52,Reebok Endless Run,R,outer_arch,1.95,,
1/23/2020,R52,Reebok Endless Run,R,outer_arch,1.95,,
1/23/2020,R52,Reebok Endless Run,R,tip,1.46,,
1/23/2020,R52,Reebok Endless Run,R,tip,1.43,,
1/23/2020,R52,Reebok Endless Run,R,tip,1.50,,
1/23/2020,L52,Reebok Endless Run,L,heel,1.64,,
1/23/2020,L52,Reebok Endless Run,L,heel,1.60,,
1/23/2020,L52,Reebok Endless Run,L,heel,1.57,,
1/23/2020,L52,Reebok Endless Run,L,ball,1.34,,
1/23/2020,L52,Reebok Endless Run,L,ball,1.35,,
1/23/2020,L52,Reebok Endless Run,L,ball,1.38,,
1/23/2020,L52,Reebok Endless Run,L,outer_arch,1.97,,
1/23/2020,L52,Reebok Endless Run,L,outer_arch,1.90,,
1/23/2020,L52,Reebok Endless Run,L,outer_arch,1.89,,
1/23/2020,L52,Reebok Endless Run,L,tip,1.58,,
1/23/2020,L52,Reebok Endless Run,L,tip,1.55,,
1/23/2020,L52,Reebok Endless Run,L,tip,1.53,,
1/16/2020,R03,Reebok Endless Run,R,heel,1.56,,
1/16/2020,R03,Reebok Endless Run,R,heel,1.55,,
1/16/2020,R03,Reebok Endless Run,R,heel,1.51,,
1/16/2020,R03,Reebok Endless Run,R,ball,1.11,,
1/16/2020,R03,Reebok Endless Run,R,ball,1.19,,
1/16/2020,R03,Reebok Endless Run,R,ball,1.21,,
1/16/2020,R03,Reebok Endless Run,R,outer_arch,2.12,,
1/16/2020,R03,Reebok Endless Run,R,outer_arch,2.17,,
1/16/2020,R03,Reebok Endless Run,R,outer_arch,2.12,,
1/16/2020,R03,Reebok Endless Run,R,tip,1.62,,
1/16/2020,R03,Reebok Endless Run,R,tip,1.54,,
1/16/2020,R03,Reebok Endless Run,R,tip,1.52,,
1/16/2020,L03,Reebok Endless Run,L,heel,1.53,,
1/16/2020,L03,Reebok Endless Run,L,heel,1.42,,
1/16/2020,L03,Reebok Endless Run,L,heel,1.44,,
1/16/2020,L03,Reebok Endless Run,L,ball,1.26,,
1/16/2020,L03,Reebok Endless Run,L,ball,1.20,,
1/16/2020,L03,Reebok Endless Run,L,ball,1.22,,
1/16/2020,L03,Reebok Endless Run,L,outer_arch,1.90,,
1/16/2020,L03,Reebok Endless Run,L,outer_arch,1.94,,
1/16/2020,L03,Reebok Endless Run,L,outer_arch,1.84,,
1/16/2020,L03,Reebok Endless Run,L,tip,1.58,,
1/16/2020,L03,Reebok Endless Run,L,tip,1.72,,
1/16/2020,L03,Reebok Endless Run,L,tip,1.62,,
1/17/2020,R04,Reebok Endless Run,R,heel,1.51,,
1/17/2020,L04,Reebok Endless Run,L,heel,1.53,,
1/17/2020,L04,Reebok Endless Run,L,heel,1.56,,
1/17/2020,L04,Reebok Endless Run,L,heel,1.54,,
1/17/2020,L04,Reebok Endless Run,L,ball,1.32,,
1/17/2020,L04,Reebok Endless Run,L,ball,1.26,,
1/17/2020,L04,Reebok Endless Run,L,ball,1.23,,
1/17/2020,L04,Reebok Endless Run,L,outer_arch,1.94,,
1/17/2020,L04,Reebok Endless Run,L,outer_arch,1.82,,
1/17/2020,L04,Reebok Endless Run,L,outer_arch,1.83,,
1/17/2020,L04,Reebok Endless Run,L,tip,1.72,,
1/17/2020,L04,Reebok Endless Run,L,tip,1.56,,
1/17/2020,L04,Reebok Endless Run,L,tip,1.69,,
1/21/2020,R01,Reebok Endless Run,R,heel,1.96,,
1/21/2020,R01,Reebok Endless Run,R,heel,2.01,,
1/21/2020,R01,Reebok Endless Run,R,heel,1.89,,
1/21/2020,R01,Reebok Endless Run,R,ball,1.67,,
1/21/2020,R01,Reebok Endless Run,R,ball,1.66,,
1/21/2020,R01,Reebok Endless Run,R,ball,1.69,,
1/21/2020,R01,Reebok Endless Run,R,outer_arch,2.18,,
1/21/2020,R01,Reebok Endless Run,R,outer_arch,2.11,,
1/21/2020,R01,Reebok Endless Run,R,outer_arch,2.12,,
1/21/2020,R01,Reebok Endless Run,R,tip,1.37,,
1/21/2020,R01,Reebok Endless Run,R,tip,1.42,,
1/21/2020,R01,Reebok Endless Run,R,tip,1.36,,
1/21/2020,L01,Reebok Endless Run,L,heel,1.80,,
1/21/2020,L01,Reebok Endless Run,L,heel,1.82,,
1/21/2020,L01,Reebok Endless Run,L,heel,1.83,,
1/21/2020,L01,Reebok Endless Run,L,ball,1.71,,
1/21/2020,L01,Reebok Endless Run,L,ball,1.73,,
1/21/2020,L01,Reebok Endless Run,L,ball,1.73,,
1/21/2020,L01,Reebok Endless Run,L,outer_arch,1.96,,
1/21/2020,L01,Reebok Endless Run,L,outer_arch,1.96,,
1/21/2020,L01,Reebok Endless Run,L,outer_arch,1.98,,
1/21/2020,L01,Reebok Endless Run,L,tip,1.75,,
1/21/2020,L01,Reebok Endless Run,L,tip,1.73,,
1/21/2020,L01,Reebok Endless Run,L,tip,1.73,,
1/16/2020,R34,Ultra Boost Stella,R,heel,1.34,,
1/16/2020,R34,Ultra Boost Stella,R,heel,1.27,,
1/16/2020,R34,Ultra Boost Stella,R,heel,1.25,,
1/16/2020,R34,Ultra Boost Stella,R,ball,1.23,,
1/16/2020,R34,Ultra Boost Stella,R,ball,1.24,,
1/16/2020,R34,Ultra Boost Stella,R,ball,1.25,,
1/16/2020,R34,Ultra Boost Stella,R,outer_arch,1.65,,
1/16/2020,R34,Ultra Boost Stella,R,outer_arch,1.69,,
1/16/2020,R34,Ultra Boost Stella,R,outer_arch,1.65,,
1/16/2020,R34,Ultra Boost Stella,R,tip,1.64,,
1/16/2020,R34,Ultra Boost Stella,R,tip,1.56,,
1/16/2020,R34,Ultra Boost Stella,R,tip,1.59,,
1/16/2020,L34,Ultra Boost Stella,L,heel,0.95,,
1/16/2020,L34,Ultra Boost Stella,L,heel,0.88,,
1/16/2020,L34,Ultra Boost Stella,L,heel,0.85,,
1/16/2020,L34,Ultra Boost Stella,L,ball,0.80,,
1/16/2020,L34,Ultra Boost Stella,L,ball,0.77,,
1/16/2020,L34,Ultra Boost Stella,L,ball,0.92,,
1/16/2020,L34,Ultra Boost Stella,L,outer_arch,1.58,,
1/16/2020,L34,Ultra Boost Stella,L,outer_arch,1.59,,
1/16/2020,L34,Ultra Boost Stella,L,outer_arch,1.62,,
1/16/2020,L34,Ultra Boost Stella,L,tip,1.21,,
1/16/2020,L34,Ultra Boost Stella,L,tip,1.08,,
1/16/2020,L34,Ultra Boost Stella,L,tip,1.18,,
1/20/2020,R37,Ultra Boost Stella,R,heel,1.49,,
1/20/2020,R37,Ultra Boost Stella,R,heel,1.48,,
1/20/2020,R37,Ultra Boost Stella,R,heel,1.52,,
1/20/2020,R37,Ultra Boost Stella,R,ball,1.77,,
1/20/2020,R37,Ultra Boost Stella,R,ball,1.73,,
1/20/2020,R37,Ultra Boost Stella,R,ball,1.74,,
1/20/2020,R37,Ultra Boost Stella,R,outer_arch,1.90,,
1/20/2020,R37,Ultra Boost Stella,R,outer_arch,1.84,,
1/20/2020,R37,Ultra Boost Stella,R,outer_arch,1.89,,
1/20/2020,R37,Ultra Boost Stella,R,tip,1.55,,
1/20/2020,R37,Ultra Boost Stella,R,tip,1.53,,
1/20/2020,R37,Ultra Boost Stella,R,tip,1.59,,
1/20/2020,L37,Ultra Boost Stella,L,heel,1.36,,
1/20/2020,L37,Ultra Boost Stella,L,heel,1.50,,
1/20/2020,L37,Ultra Boost Stella,L,heel,1.42,,
1/20/2020,L37,Ultra Boost Stella,L,ball,1.81,,
1/20/2020,L37,Ultra Boost Stella,L,ball,1.76,,
1/20/2020,L37,Ultra Boost Stella,L,ball,1.71,,
1/20/2020,L37,Ultra Boost Stella,L,outer_arch,1.80,,
1/20/2020,L37,Ultra Boost Stella,L,outer_arch,1.81,,
1/20/2020,L37,Ultra Boost Stella,L,outer_arch,1.82,,
1/20/2020,L37,Ultra Boost Stella,L,tip,1.60,,
1/20/2020,L37,Ultra Boost Stella,L,tip,1.60,,
1/20/2020,L37,Ultra Boost Stella,L,tip,1.53,,
1/21/2020,R36,Ultra Boost Stella,R,heel,1.45,,
1/21/2020,R36,Ultra Boost Stella,R,heel,1.48,,
1/21/2020,R36,Ultra Boost Stella,R,heel,1.52,,
1/21/2020,R36,Ultra Boost Stella,R,ball,1.46,,
1/21/2020,R36,Ultra Boost Stella,R,ball,1.52,,
1/21/2020,R36,Ultra Boost Stella,R,ball,1.43,,
1/21/2020,R36,Ultra Boost Stella,R,outer_arch,1.74,,
1/21/2020,R36,Ultra Boost Stella,R,outer_arch,1.75,,
1/21/2020,R36,Ultra Boost Stella,R,outer_arch,1.78,,
1/21/2020,R36,Ultra Boost Stella,R,tip,1.41,,
1/21/2020,R36,Ultra Boost Stella,R,tip,1.48,,
1/21/2020,R36,Ultra Boost Stella,R,tip,1.38,,
1/21/2020,L36,Ultra Boost Stella,L,heel,1.64,,
1/21/2020,L36,Ultra Boost Stella,L,heel,1.55,,
1/21/2020,L36,Ultra Boost Stella,L,heel,1.58,,
1/21/2020,L36,Ultra Boost Stella,L,ball,1.51,,
1/21/2020,L36,Ultra Boost Stella,L,ball,1.56,,
1/21/2020,L36,Ultra Boost Stella,L,ball,1.53,,
1/21/2020,L36,Ultra Boost Stella,L,outer_arch,1.75,,
1/21/2020,L36,Ultra Boost Stella,L,outer_arch,1.84,,
1/21/2020,L36,Ultra Boost Stella,L,outer_arch,1.70,,
1/21/2020,L36,Ultra Boost Stella,L,tip,1.27,,
1/21/2020,L36,Ultra Boost Stella,L,tip,1.22,,
1/21/2020,L36,Ultra Boost Stella,L,tip,1.35,,
1/30/2020,R69,Adidas Ultratech,R,heel,3.76,,
1/30/2020,R69,Adidas Ultratech,R,heel,3.81,,
1/30/2020,R69,Adidas Ultratech,R,heel,3.86,,
1/30/2020,R69,Adidas Ultratech,R,ball,3.06,,
1/30/2020,R69,Adidas Ultratech,R,ball,3.12,,
1/30/2020,R69,Adidas Ultratech,R,ball,3.12,,
1/30/2020,R69,Adidas Ultratech,R,outer_arch,3.02,,
1/30/2020,R69,Adidas Ultratech,R,outer_arch,3.07,,
1/30/2020,R69,Adidas Ultratech,R,outer_arch,3.21,,
1/30/2020,R69,Adidas Ultratech,R,tip,3.34,,
1/30/2020,R69,Adidas Ultratech,R,tip,3.38,,
1/30/2020,R69,Adidas Ultratech,R,tip,3.38,,
1/30/2020,L69,Adidas Ultratech,L,heel,3.81,,
1/30/2020,L69,Adidas Ultratech,L,heel,3.75,,
1/30/2020,L69,Adidas Ultratech,L,heel,3.75,,
1/30/2020,L69,Adidas Ultratech,L,ball,2.99,,
1/30/2020,L69,Adidas Ultratech,L,ball,2.99,,
1/30/2020,L69,Adidas Ultratech,L,ball,3.01,,
1/30/2020,L69,Adidas Ultratech,L,outer_arch,3.26,,
1/30/2020,L69,Adidas Ultratech,L,outer_arch,3.25,,
1/30/2020,L69,Adidas Ultratech,L,outer_arch,3.27,,
1/30/2020,L69,Adidas Ultratech,L,tip,3.26,,
1/30/2020,L69,Adidas Ultratech,L,tip,3.16,,
1/30/2020,L69,Adidas Ultratech,L,tip,3.18,,
1/30/2020,R72,Adidas Ultratech,R,heel,3.44,,
1/30/2020,R72,Adidas Ultratech,R,heel,3.47,,
1/30/2020,R72,Adidas Ultratech,R,heel,3.43,,
1/30/2020,R72,Adidas Ultratech,R,ball,2.02,,
1/30/2020,R72,Adidas Ultratech,R,ball,2.06,,
1/30/2020,R72,Adidas Ultratech,R,ball,2.03,,
1/30/2020,R72,Adidas Ultratech,R,outer_arch,2.91,,
1/30/2020,R72,Adidas Ultratech,R,outer_arch,2.85,,
1/30/2020,R72,Adidas Ultratech,R,outer_arch,2.81,,
1/30/2020,R72,Adidas Ultratech,R,tip,2.12,,
1/30/2020,R72,Adidas Ultratech,R,tip,2.13,,
1/30/2020,R72,Adidas Ultratech,R,tip,2.07,,
1/30/2020,R72,Adidas Ultratech,L,heel,3.5,,
1/30/2020,R72,Adidas Ultratech,L,heel,3.59,,
1/30/2020,R72,Adidas Ultratech,L,heel,3.56,,
1/30/2020,R72,Adidas Ultratech,L,ball,2.27,,
1/30/2020,R72,Adidas Ultratech,L,ball,2.27,,
1/30/2020,R72,Adidas Ultratech,L,ball,2.29,,
1/30/2020,R72,Adidas Ultratech,L,outer_arch,2.81,,
1/30/2020,R72,Adidas Ultratech,L,outer_arch,2.74,,
1/30/2020,R72,Adidas Ultratech,L,outer_arch,2.72,,
1/30/2020,R72,Adidas Ultratech,L,tip,2.21,,
1/30/2020,R72,Adidas Ultratech,L,tip,2.26,,
1/30/2020,R72,Adidas Ultratech,L,tip,2.26,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,heel,1.29,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,heel,1.24,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,heel,1.21,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,ball,0.74,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,ball,0.67,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,ball,0.58,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,outer_arch,0.28,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,outer_arch,0.31,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,outer_arch,0.3,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,tip,0.75,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,tip,0.62,,
1/30/2020,R42,Parley Prime LTD ADIZERO black,R,tip,1,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,heel,0.94,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,heel,1.14,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,heel,1.09,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,ball,0.85,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,ball,0.79,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,ball,0.71,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,outer_arch,0.32,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,outer_arch,0.24,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,outer_arch,0.27,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,tip,0.66,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,tip,0.58,,
1/30/2020,L42,Parley Prime LTD ADIZERO black,L,tip,0.4,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,heel,1.19,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,heel,1.14,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,heel,1.15,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,ball,1.12,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,ball,1.1,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,ball,1.09,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,outer_arch,0.89,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,outer_arch,1.01,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,outer_arch,1.05,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,tip,0.95,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,tip,0.81,,
1/30/2020,R44,Parley Prime LTD ADIZERO white,R,tip,0.71,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,heel,1.38,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,heel,1.33,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,heel,1.29,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,ball,1.21,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,ball,1.2,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,ball,1.17,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,outer_arch,0.73,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,outer_arch,0.73,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,outer_arch,0.73,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,tip,0.66,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,tip,0.74,,
1/30/2020,L44,Parley Prime LTD ADIZERO white,L,tip,0.73,,
1/30/2020,R05,Reebok Endless Run,R,heel,1.65,,
1/30/2020,R05,Reebok Endless Run,R,heel,1.63,,
1/30/2020,R05,Reebok Endless Run,R,heel,1.68,,
1/30/2020,R05,Reebok Endless Run,R,ball,0.87,,
1/30/2020,R05,Reebok Endless Run,R,ball,0.9,,
1/30/2020,R05,Reebok Endless Run,R,ball,0.88,,
1/30/2020,R05,Reebok Endless Run,R,outer_arch,2.15,,
1/30/2020,R05,Reebok Endless Run,R,outer_arch,2.1,,
1/30/2020,R05,Reebok Endless Run,R,outer_arch,2.13,,
1/30/2020,R05,Reebok Endless Run,R,tip,1.68,,
1/30/2020,R05,Reebok Endless Run,R,tip,1.54,,
1/30/2020,R05,Reebok Endless Run,R,tip,1.7,,
1/30/2020,L05,Reebok Endless Run,L,heel,1.6,,
1/30/2020,L05,Reebok Endless Run,L,heel,1.45,,
1/30/2020,L05,Reebok Endless Run,L,heel,1.49,,
1/30/2020,L05,Reebok Endless Run,L,ball,1.13,,
